fid,x,y,xa,ya
19,-207.5,237.2,-205.57756045624586,234.90533869784574
21,-367.5,157.2,-350.0851935546656,162.12980739783515
22,-347.5,157.2,-332.0041341765671,162.87689368311806
22,-347.5,257.2,-335.98833414147487,254.86352257109297
23,-327.5,157.2,-313.83319724450547,162.839299239906
23,-327.5,257.2,-317.3375554807254,254.96743667082404
24,-307.5,157.2,-295.2279706830389,162.31729341435994
24,-307.5,257.2,-298.86009105027523,254.80753134965997
25,-287.5,157.2,-277.20144629110007,162.3733422233425
25,-287.5,257.2,-280.138204912303,254.54488579771285
26,-267.5,157.2,-258.6312778220371,161.761133707931
26,-267.5,257.2,-261.5484947463869,254.4185130181058
27,-247.5,157.2,-240.31200890087408,161.4499494172609
27,-247.5,257.2,-242.94682525917057,253.76322180889576
28,-227.5,157.2,-222.03041674739111,161.62523944917785
28,-227.5,257.2,-224.53941188898463,253.96805296473852
29,-207.5,157.2,-203.51398387703324,161.27712672729996
29,-207.5,257.2,-205.81100628088032,253.34893495104143
30,-387.5,277.2,-355.6690860442705,274.3242131035441
31,-367.5,177.2,-332.70387708666453,181.3065771902482
31,-367.5,277.2,-336.63863066868527,273.7808288972194
32,-347.5,177.2,-314.2386699930339,180.66011206072739
32,-347.5,277.2,-318.0548137325695,273.8283703512287
33,-327.5,177.2,-296.0881838508361,180.73460884657618
33,-327.5,277.2,-299.30894873360654,273.44436067542415
34,-307.5,177.2,-277.51431877291185,180.28094833584382
34,-307.5,277.2,-280.56161735815016,273.4280547895774
35,-287.5,177.2,-259.08932729000264,180.02030236869206
35,-287.5,277.2,-261.8487424387374,272.6341217890281
36,-267.5,177.2,-240.63526807757557,179.7053624783938
36,-267.5,277.2,-243.43020691578783,272.504647438706
37,-247.5,177.2,-222.29422985272558,179.49482415495333
37,-247.5,277.2,-224.80123978475112,272.3911729181951
38,-227.5,177.2,-204.08114677121648,179.54553942986425
38,-227.5,277.2,-206.05045236776363,271.9950328079658
41,-367.5,197.2,-351.8944837911552,199.12834472502
42,-347.5,197.2,-333.3970131217741,199.3379548564318
42,-347.5,297.2,-337.41671983187274,292.7888932834936
43,-327.5,197.2,-315.08141924673197,199.52274763160017
43,-327.5,297.2,-318.50255399887146,292.56048194592165
44,-307.5,197.2,-296.5613443277159,199.13023148227862
44,-307.5,297.2,-299.8621551245255,292.68372398106914
45,-287.5,197.2,-278.12175654988573,198.92111504513326
45,-287.5,297.2,-280.769805984221,291.7464887301563
46,-267.5,197.2,-259.74827592132675,198.86952911563128
46,-267.5,297.2,-262.05186971041394,291.56828295214245
47,-247.5,197.2,-241.20339681006223,198.37263791020243
47,-247.5,297.2,-243.68557369991316,291.78650321924675
48,-227.5,197.2,-222.85806947852677,197.84671318443895
48,-227.5,297.2,-225.12320194492702,291.488175003405
49,-207.5,197.2,-204.40036059002523,197.45024074563506
49,-207.5,297.2,-206.63670334141594,291.4954396084848
0,-202.5,117.2,-199.0361162976849,125.77670610409672
0,-202.5,217.2,-200.65897855406845,217.2366846634406
1,-182.5,117.2,-180.96487949091093,125.40760623514753
1,-182.5,217.2,-181.9129388012615,216.3346868056865
2,-162.5,117.2,-162.60649909448136,124.96635066713591
2,-162.5,217.2,-163.50660589517088,216.78058934705032
3,-142.5,217.2,-144.5605925579036,215.75035947996832
4,-122.5,217.2,-126.21064007973648,216.15071570811085
5,-102.5,217.2,-107.51281024508694,215.78597481110785
6,-82.5,217.2,-88.92342335448213,215.71914770143593
7,-62.5,217.2,-70.2184903291401,215.32677545386278
8,-42.5,217.2,-51.609340199101524,214.89900847371587
9,-22.5,217.2,-32.72558211898773,214.42668834315322
10,-202.5,137.2,-199.16298547668094,143.81722058930012
10,-202.5,237.2,-200.7887607115868,235.70864866315029
11,-182.5,137.2,-181.12156179246892,143.6812167791274
11,-182.5,237.2,-182.05853069387305,235.2382185764252
12,-162.5,137.2,-162.64183110073984,143.20255243542374
12,-162.5,237.2,-163.66023216302335,235.223587226602
13,-142.5,137.2,-144.33724675639925,143.07295522866042
13,-142.5,237.2,-145.0838010692403,235.08567162984053
14,-122.5,137.2,-125.99138845247244,142.71320988556596
14,-122.5,237.2,-126.42475340761953,234.81416104413637
15,-102.5,137.2,-107.61527596087623,142.39474601221193
15,-102.5,237.2,-107.66095418242044,234.45363368595653
16,-82.5,137.2,-89.27339826774715,142.0833046631004
16,-82.5,237.2,-88.95416842389221,234.12336069364466
17,-62.5,137.2,-70.76803281412222,141.6659781306531
17,-62.5,237.2,-70.147316436468,233.95578244580068
18,-42.5,137.2,-52.13519318276834,141.05435900283265
18,-42.5,237.2,-51.36804839950475,233.62488781231784
19,-22.5,137.2,-33.78256503392819,141.19129176084223
19,-22.5,237.2,-32.75354256907639,233.7588513285035
20,-202.5,157.2,-199.50340053894007,161.92742071883208
20,-202.5,257.2,-201.24506373798835,254.54561689296452
21,-182.5,157.2,-181.10313047047708,161.61234903810532
21,-182.5,257.2,-182.2705885219631,253.81238254590244
22,-162.5,157.2,-162.70159949057083,161.54098227858887
22,-162.5,257.2,-163.71115296101755,253.88874870627888
23,-142.5,157.2,-144.24148724603162,160.96222423566596
23,-142.5,257.2,-145.13287897603567,253.78248915601628
24,-122.5,157.2,-126.1227172662527,161.04853016072957
24,-122.5,257.2,-126.56375625164186,253.5377245148321
25,-102.5,157.2,-107.52162299417103,160.4042422143487
25,-102.5,257.2,-107.72473063193381,253.3043038543342
26,-82.5,157.2,-89.22529018292161,160.51022665084463
26,-82.5,257.2,-88.99817665771984,253.03832638236148
27,-62.5,157.2,-70.67591864187274,160.12089737844954
27,-62.5,257.2,-70.17237557664136,252.77896694751445
28,-42.5,157.2,-52.07894044254904,159.6352880419182
28,-42.5,257.2,-51.424167218302784,252.95106293956837
29,-22.5,157.2,-33.548093655919324,159.45069950122002
29,-22.5,257.2,-32.38351974142917,252.24787026939867
30,-202.5,177.2,-181.1056027703188,179.74305892618776
30,-202.5,277.2,-182.7767588515249,273.1012356510257
31,-182.5,177.2,-162.8346578182184,179.72558390163667
31,-182.5,277.2,-163.98120078445177,272.768463523329
32,-162.5,177.2,-144.21309711702176,179.11281841492703
32,-162.5,277.2,-145.14724079048275,272.51996708304085
33,-142.5,177.2,-126.04421465119957,179.1309189961437
33,-142.5,277.2,-126.3289034625138,272.0745614220138
34,-122.5,177.2,-107.47914454954714,178.9701861056244
34,-122.5,277.2,-107.65376768252072,271.8159400656156
35,-102.5,177.2,-88.89289432136044,178.32837054458173
35,-102.5,277.2,-88.91451978249874,271.99142720828263
36,-82.5,177.2,-70.47681385428962,178.42896785158086
36,-82.5,277.2,-70.07724290263012,271.6926751152026
37,-62.5,177.2,-51.886243832223855,178.14358988025444
37,-62.5,277.2,-51.21523561142716,271.6515696355044
38,-42.5,177.2,-33.36052453841791,178.09525349478872
38,-42.5,277.2,-32.092213537719275,270.9401052350369
39,-22.5,177.2,-199.74397448233995,180.4259322681961
39,-22.5,277.2,-201.49951484557218,273.2881632648198
40,-202.5,197.2,-199.9952446190755,198.32487520266045
40,-202.5,297.2,-201.89015698049076,292.34480368406986
41,-182.5,197.2,-181.38053605700526,197.9182637748314
41,-182.5,297.2,-183.01156397093132,291.94855722436864
42,-162.5,197.2,-162.92710580230852,197.71710872892368
42,-162.5,297.2,-164.05956160815728,291.50170170611705
43,-142.5,197.2,-144.5243037986903,197.96505594442604
43,-142.5,297.2,-145.47505474114334,291.797861450378
44,-122.5,197.2,-126.00688790639859,197.60134462884076
44,-122.5,297.2,-126.42709018938609,291.17266902617826
45,-102.5,197.2,-107.59281983105896,197.5659573491319
45,-102.5,297.2,-107.5592417543548,290.84478046839257
46,-82.5,197.2,-88.99051655375588,197.30452550649633
46,-82.5,297.2,-88.7596779288168,290.812165655721
47,-62.5,197.2,-70.36397443940884,196.82447911473184
47,-62.5,297.2,-69.93955136200442,290.78923750501036
48,-42.5,197.2,-51.824800993021526,196.6676335205623
48,-42.5,297.2,-50.9270853497838,290.4298361812274
49,-22.5,197.2,-33.156231883505804,196.62791771359142
49,-22.5,297.2,-31.952709611586695,290.4364424671957
0,-197.5,117.2,-194.60110684937732,125.29224352256358
0,-197.5,217.2,-196.03438698759223,216.57330785828552
1,-177.5,117.2,-176.46045040198496,124.72167568584581
1,-177.5,217.2,-177.4606486703613,216.24895670108407
2,-157.5,117.2,-158.31315186638568,124.60569429048229
2,-157.5,217.2,-158.87728216298154,216.07900041600328
3,-137.5,217.2,-140.0156725655019,215.6216550042427
4,-117.5,217.2,-121.52080455116469,215.60333664033706
5,-97.5,217.2,-102.95981723126023,215.50060810372253
6,-77.5,217.2,-84.31194899885293,215.30211981534106
7,-57.5,217.2,-65.78165594452175,215.19892868515115
8,-37.5,217.2,-46.93686732647486,214.7649668546912
9,-17.5,217.2,-28.365389497650973,214.72017198951073
10,-197.5,137.2,-194.687001698423,143.22148433430473
10,-197.5,237.2,-196.16689725923376,235.24273218822904
11,-177.5,137.2,-176.41578278450353,142.77358844011144
11,-177.5,237.2,-177.46936879711728,234.87186877569485
12,-157.5,137.2,-158.04219977823445,142.44264557161918
12,-157.5,237.2,-158.93772982006976,234.697082805049
13,-137.5,137.2,-139.91299828253926,142.69395240928185
13,-137.5,237.2,-140.40306798523198,234.57165938961447
14,-117.5,137.2,-121.3794238950422,142.1484670126641
14,-117.5,237.2,-121.69675955104387,234.23665985786653
15,-97.5,137.2,-103.02987778351249,141.71468468730228
15,-97.5,237.2,-103.01183875114945,234.01098748160382
16,-77.5,137.2,-84.56015544239334,141.34035270634303
16,-77.5,237.2,-84.20485417344,233.52967208562984
17,-57.5,137.2,-66.30939691154585,141.39141785824876
17,-57.5,237.2,-65.533625172754,233.57301757331572
18,-37.5,137.2,-47.664072973873004,140.83650755303938
18,-37.5,237.2,-46.78486088895262,233.21878481929326
19,-17.5,137.2,-29.132840596886492,140.45587116125643
19,-17.5,237.2,-27.990364923849295,232.97995876221796
20,-197.5,157.2,-194.95097029233415,161.3854496819861
20,-197.5,257.2,-196.42983662187697,253.74291632991518
21,-177.5,157.2,-176.60121797361873,161.25044224055569
21,-177.5,257.2,-177.7048629866042,253.7560647229047
22,-157.5,157.2,-158.04764433742977,160.68598116040727
22,-157.5,257.2,-159.0921006517263,253.3735838796354
23,-137.5,157.2,-139.74437351071705,160.5622734269593
23,-137.5,257.2,-140.46859738853072,253.3937636329343
24,-117.5,157.2,-121.43107533658298,160.42886867157208
24,-117.5,257.2,-121.76454057248313,252.92272292528173
25,-97.5,157.2,-103.10245927736423,160.19683941230787
25,-97.5,257.2,-103.01946023248564,252.6854363203815
26,-77.5,157.2,-84.58027729858127,159.73959786833063
26,-77.5,257.2,-84.19667330528553,252.3611238244635
27,-57.5,157.2,-66.058000409923,159.43119312268854
27,-57.5,257.2,-65.45609062089295,252.245596741665
28,-37.5,157.2,-47.564178775641096,159.2218962566082
28,-37.5,257.2,-46.59657282481419,252.0244866348832
29,-17.5,157.2,-28.908747234370313,158.94735460528247
29,-17.5,257.2,-27.858550366776203,251.96871801835556
30,-197.5,177.2,-176.59923362378797,179.33988469848833
30,-197.5,277.2,-177.91582953142347,272.11453584372424
31,-177.5,177.2,-158.35393285789488,179.47033622054136
31,-177.5,277.2,-159.24515143989015,272.2006462184393
32,-157.5,177.2,-139.8605397373592,179.03413887348262
32,-157.5,277.2,-140.53547346618512,271.97969912959394
33,-137.5,177.2,-121.35765956883279,178.6448991616948
33,-137.5,277.2,-121.75845222879352,271.8851540603272
34,-117.5,177.2,-102.95268506358066,178.55350480372294
34,-117.5,277.2,-102.93648300684578,271.4231230195782
35,-97.5,177.2,-84.50561183795357,178.45693160870297
35,-97.5,277.2,-84.2750869103982,271.53417773976236
36,-77.5,177.2,-65.83560572857847,177.98069380734745
36,-77.5,277.2,-65.32821967746513,271.1439460434138
37,-57.5,177.2,-47.36842932950223,177.71303495123152
37,-57.5,277.2,-46.43909956920712,270.9131244103348
38,-37.5,177.2,-28.70674357424724,177.38632820451068
38,-37.5,277.2,-27.620451705649057,270.9850582844468
39,-17.5,177.2,-195.15217894710773,179.80107318659705
39,-17.5,277.2,-196.79596117034023,272.72883575876597
40,-197.5,197.2,-195.35155070984317,197.90040411672246
40,-197.5,297.2,-197.0330374714732,291.3728439398367
41,-177.5,197.2,-176.80690048049084,197.51933719987727
41,-177.5,297.2,-178.30042594316336,291.50133096694447
42,-157.5,197.2,-158.4074079003212,197.48331499866427
42,-157.5,297.2,-159.44102129264928,291.2188451474364
43,-137.5,197.2,-139.8361100112666,197.17448245384406
43,-137.5,297.2,-140.40183790754807,290.54764474087006
44,-117.5,197.2,-121.39991689198777,197.23828901891233
44,-117.5,297.2,-121.81275573648786,290.7960680938762
45,-97.5,197.2,-103.05407533669347,197.27321004157542
45,-97.5,297.2,-102.90122472868444,290.5688712174014
46,-77.5,197.2,-84.3094535578131,196.56368157840095
46,-77.5,297.2,-84.10344317716225,290.42615828715304
47,-57.5,197.2,-65.67006182488483,196.25407111901137
47,-57.5,297.2,-65.19884169104589,290.07226399427407
48,-37.5,197.2,-47.158229695485325,196.16727669925857
48,-37.5,297.2,-46.36309639545461,290.25021801580294
49,-17.5,197.2,-28.51694871850644,195.74916637590442
49,-17.5,297.2,-27.249993981423486,289.7961084519245
0,-192.5,117.2,-190.0572642730906,124.79393639858472
0,-192.5,217.2,-191.2281881735646,216.478225492753
1,-172.5,117.2,-172.00788574122373,124.69380945940698
1,-172.5,217.2,-172.8141996972541,216.43950191762426
2,-152.5,117.2,-153.62284983664736,124.2809493211647
2,-152.5,217.2,-154.0828499696597,216.03383130588983
3,-132.5,217.2,-135.31130826268682,215.5208574407817
4,-112.5,217.2,-116.74736465827282,215.44922410428435
5,-92.5,217.2,-98.12011754337607,215.1674884479172
6,-72.5,217.2,-79.52255149071298,214.9875453432789
7,-52.5,217.2,-60.878833071968565,214.81943513409553
8,-32.5,217.2,-42.27739713134754,214.5358705787435
9,-12.5,217.2,-23.466930999591536,214.1249401305908
10,-192.5,137.2,-190.1838808653738,143.20131047738448
10,-192.5,237.2,-191.3216815413471,235.13533822898484
11,-172.5,137.2,-172.04409370261956,142.9530473676727
11,-172.5,237.2,-172.77086202929203,234.91335034397832
12,-152.5,137.2,-153.60916604328688,142.47699439321988
12,-152.5,237.2,-154.2731950664822,234.68119360734568
13,-132.5,137.2,-135.15344678162924,142.1804241452312
13,-132.5,237.2,-135.67196345916167,234.4613521394282
14,-112.5,137.2,-116.80021287930091,141.92454764910966
14,-112.5,237.2,-116.91516707381736,234.22227454742725
15,-92.5,137.2,-98.4354709248644,141.54116104111543
15,-92.5,237.2,-98.37444045675448,234.2687970707592
16,-72.5,137.2,-79.9173491610295,141.18615253013724
16,-72.5,237.2,-79.43787974029611,233.5262838816979
17,-52.5,137.2,-61.71694170857057,141.1781489132193
17,-52.5,237.2,-60.738704699975195,233.48954634414886
18,-32.5,137.2,-42.9820984270774,140.5218840926346
18,-32.5,237.2,-41.85539482705056,232.96349385126967
19,-12.5,137.2,-24.435009404665628,140.26259671301
19,-12.5,237.2,-23.170294404606427,232.9070445235415
20,-192.5,157.2,-190.39646439016042,161.439602415582
20,-192.5,257.2,-191.59912787937182,253.57954799768285
21,-172.5,157.2,-171.892114020713,160.9297068385461
21,-172.5,257.2,-172.97249429003358,253.63028328986178
22,-152.5,157.2,-153.4532749065381,160.62830172162663
22,-152.5,257.2,-154.2287074365364,253.30261986943702
23,-132.5,157.2,-135.294706316953,160.83063071701991
23,-132.5,257.2,-135.67869046143122,253.2924411174342
24,-112.5,157.2,-116.75400232607034,160.16529395963943
24,-112.5,257.2,-116.98107242079998,252.95389156196285
25,-92.5,157.2,-98.4575596910574,160.2734475564099
25,-92.5,257.2,-98.24920457072231,252.82448350295604
26,-72.5,157.2,-79.9143689682554,159.5963952266151
26,-72.5,257.2,-79.49413045429151,252.5107798905676
27,-52.5,157.2,-61.36604223433519,159.1908925751102
27,-52.5,257.2,-60.563129122349096,252.0815063462333
28,-32.5,157.2,-42.77167072590349,158.9989488789311
28,-32.5,257.2,-41.87636043850394,252.1013743849714
29,-12.5,157.2,-24.264936211081164,158.69965738883482
29,-12.5,257.2,-22.912064939180414,251.62161160527398
30,-192.5,177.2,-172.10622320917656,179.5198531389382
30,-192.5,277.2,-173.18668015077188,272.51531268826545
31,-172.5,177.2,-153.64741732340053,179.37189454238217
31,-172.5,277.2,-154.5172037660395,272.5861611578859
32,-152.5,177.2,-135.07795274551216,178.91294435286474
32,-152.5,277.2,-135.63338691496318,271.9546734833985
33,-132.5,177.2,-116.7562675983353,178.8659137090862
33,-132.5,277.2,-116.9266542026147,271.8563185816042
34,-112.5,177.2,-98.16477800746621,178.2453332088445
34,-112.5,277.2,-98.0600307087493,271.49704328734015
35,-92.5,177.2,-79.87972316037815,178.17523437106797
35,-92.5,277.2,-79.27816300685177,271.2251522090301
36,-72.5,177.2,-61.23414942985678,177.83382760335917
36,-72.5,277.2,-60.4015372524698,271.0468198212856
37,-52.5,177.2,-42.468299358422406,177.30908319162756
37,-52.5,277.2,-41.57407062964382,270.7662106271403
38,-32.5,177.2,-23.994941905473585,177.09680670887724
38,-32.5,277.2,-22.611860684410367,270.55351637543004
39,-12.5,177.2,-190.48384300473518,179.59199242580777
39,-12.5,277.2,-191.89963097631548,272.543860455419
40,-192.5,197.2,-190.85921609554813,198.15463119040004
40,-192.5,297.2,-192.45986802480016,291.9744069779739
41,-172.5,197.2,-172.1974988837767,197.72957297738245
41,-172.5,297.2,-173.34061483745603,291.1988455616086
42,-152.5,197.2,-153.7075915474386,197.65432251094478
42,-152.5,297.2,-154.45454773215522,290.95302340876066
43,-132.5,197.2,-135.05164264868648,196.96562208558004
43,-132.5,297.2,-135.76154981928286,291.1150480587507
44,-112.5,197.2,-116.81959176042751,197.1975697157796
44,-112.5,297.2,-116.9706331237955,290.9465705327604
45,-92.5,197.2,-98.11868908677886,196.71444367806023
45,-92.5,297.2,-97.94167925242303,290.34789637971653
46,-72.5,197.2,-79.70157491418136,196.67276052939405
46,-72.5,297.2,-79.15089166865226,290.14209420530506
47,-52.5,197.2,-61.11968009173291,196.5635436457959
47,-52.5,297.2,-60.22027388008774,289.95915614221724
48,-32.5,197.2,-42.42327958761688,195.93363384348658
48,-32.5,297.2,-41.25101330221726,289.7248181099209
49,-12.5,197.2,-23.788332811348518,195.81826001772066
49,-12.5,297.2,-22.435234223908346,289.7985554695179
0,-187.5,117.2,-185.70931901347595,124.62025911456263
0,-187.5,217.2,-186.7442829510484,216.34114191820652
1,-167.5,117.2,-167.76198152001595,124.61792337742261
1,-167.5,217.2,-168.24652681522284,215.94638482198727
2,-147.5,117.2,-149.33625274488924,124.07075919430237
2,-147.5,217.2,-149.5328307262321,215.64389716020082
3,-127.5,217.2,-130.85815197854248,215.5257156125055
4,-107.5,217.2,-112.31506694123387,215.47326938026353
5,-87.5,217.2,-93.54691719374881,214.84204067184018
6,-67.5,217.2,-75.03685015155503,214.64898654680422
7,-47.5,217.2,-56.37645934483793,214.42145301634508
8,-27.5,217.2,-37.71342215680413,214.10004435711994
9,-7.5,217.2,-18.980184902241916,213.8020086585149
10,-187.5,137.2,-185.69848278441037,142.72599028172783
10,-187.5,237.2,-186.8666876405266,234.84758028786294
11,-167.5,137.2,-167.71083597017045,142.8556262566407
11,-167.5,237.2,-168.11064293815332,234.49421401136695
12,-147.5,137.2,-149.25517628299625,142.47342725120524
12,-147.5,237.2,-149.59832576059662,234.23058910153523
13,-127.5,137.2,-130.82231656439774,142.09603453870318
13,-127.5,237.2,-131.04372861298026,234.19180089712762
14,-107.5,137.2,-112.5982639697699,142.0590123383733
14,-107.5,237.2,-112.56049805880623,234.3074451579556
15,-87.5,137.2,-94.17238758666328,141.6696101351146
15,-87.5,237.2,-93.72943598700338,233.75213316064438
16,-67.5,137.2,-75.86913199920754,141.3901774174098
16,-67.5,237.2,-75.02512989061789,233.5412103861688
17,-47.5,137.2,-57.19824479174587,140.69771310881868
17,-47.5,237.2,-56.18434970393189,233.15590415071665
18,-27.5,137.2,-38.75471252403076,140.49855605747408
18,-27.5,237.2,-37.425631677810316,232.7906642318563
19,-7.5,137.2,-20.10510025664104,140.00549213147326
19,-7.5,237.2,-18.67793897322356,232.5383878462048
20,-187.5,157.2,-186.01681580658138,161.27065381837858
20,-187.5,257.2,-187.04359729831305,253.54923710134452
21,-167.5,157.2,-167.57159073430725,160.63000028682666
21,-167.5,257.2,-168.40781288147016,253.39650047067556
22,-147.5,157.2,-149.29992811900559,160.85058628779882
22,-147.5,257.2,-149.8289910218216,253.45431658578752
23,-127.5,157.2,-130.77143649530274,160.2583041199621
23,-127.5,257.2,-130.95004873165965,252.82529259572632
24,-107.5,157.2,-112.45105913504959,160.19234207224957
24,-107.5,257.2,-112.42419595804523,252.79661802256422
25,-87.5,157.2,-93.91018926984596,159.6706081295333
25,-87.5,257.2,-93.60048066571699,252.3392257928167
26,-67.5,157.2,-75.44509859377726,159.3231172848962
26,-67.5,257.2,-74.8895110792081,252.26885874651254
27,-47.5,157.2,-57.06332056336679,159.15082912920954
27,-47.5,257.2,-56.09008963207024,251.93643974920562
28,-27.5,157.2,-38.42405969729757,158.70869078551218
28,-27.5,257.2,-37.246356532225484,251.69392674763313
29,-7.5,157.2,-19.882510927743606,158.55320606672257
29,-7.5,257.2,-18.363003281418955,251.2624881546831
30,-187.5,177.2,-167.59396879431904,179.2852273646384
30,-187.5,277.2,-168.75726580571836,272.4562842359232
31,-167.5,177.2,-149.08988337637263,178.7781560030239
31,-167.5,277.2,-149.82538990821502,272.11992426603905
32,-147.5,177.2,-130.89465925704968,178.96277597968412
32,-147.5,277.2,-131.05973319889762,271.7558376558346
33,-127.5,177.2,-112.43351741657472,178.73338011399449
33,-127.5,277.2,-112.4010227882313,271.6759596014371
34,-107.5,177.2,-93.79546526478038,177.98667052133288
34,-107.5,277.2,-93.53451714420287,271.3028551877916
35,-87.5,177.2,-75.40305719150442,178.02513101259487
35,-87.5,277.2,-74.67530043361313,270.77690038131675
36,-67.5,177.2,-56.843856792077084,177.66983917571727
36,-67.5,277.2,-55.77290146318745,270.667244026802
37,-47.5,177.2,-38.17583975008299,177.3218570812303
37,-47.5,277.2,-36.96948660576682,270.5372488950218
38,-27.5,177.2,-19.55754976517663,176.71593896814454
38,-27.5,277.2,-18.054030785781467,270.2832275635629
39,-7.5,177.2,-186.08586878141625,179.73232256242562
39,-7.5,277.2,-187.55829259531532,272.7337537832005
40,-187.5,197.2,-186.33896246453915,197.85594258021965
40,-187.5,297.2,-187.78915953516093,291.564340664123
41,-167.5,197.2,-167.78276347680307,197.67808616171212
41,-167.5,297.2,-168.73768832602778,291.0593077961164
42,-147.5,197.2,-149.42127428965534,197.58112395813504
42,-147.5,297.2,-149.93846016009164,290.92016675746623
43,-127.5,197.2,-130.82177849147988,197.23582261438443
43,-127.5,297.2,-131.1515303147753,290.94884049978594
44,-107.5,197.2,-112.48030705093687,197.16212006962826
44,-107.5,297.2,-112.34383469232486,290.56102230445026
45,-87.5,197.2,-93.74821119911171,196.6801108902334
45,-87.5,297.2,-93.38754413116219,290.2153086466828
46,-67.5,197.2,-75.1268118494301,196.10652221982247
46,-67.5,297.2,-74.56249813870974,290.0275294782824
47,-47.5,197.2,-56.58591962852911,196.07708653736066
47,-47.5,297.2,-55.672957978805414,289.81105218685684
48,-27.5,197.2,-38.01477804200083,195.81140346220275
48,-27.5,297.2,-36.687289192186114,289.5517905564307
49,-7.5,197.2,-19.315043226764228,195.45266496247243
49,-7.5,297.2,-17.781023198188997,289.3966442728771
0,-2.5,217.2,-14.19125484892476,214.05006940287996
1,17.5,217.2,4.657438081587595,213.7959421468131
2,37.5,217.2,23.449898478452987,213.66466961115708
3,57.5,217.2,42.22367489676602,213.37958006100845
4,77.5,217.2,60.87210416477964,213.35853612573558
5,97.5,217.2,79.69755462995703,213.29446465727747
6,117.5,217.2,98.63608027209963,212.90149319996894
7,137.5,117.2,114.66848802721779,120.10308920434139
7,137.5,217.2,117.43635971424145,212.87217859578755
8,157.5,117.2,133.47248683794814,119.5351601968878
8,157.5,217.2,136.39044811606325,212.46885305279628
9,177.5,117.2,151.86128014557698,120.06558936673935
9,177.5,217.2,155.45709109284803,212.23590737973274
10,-2.5,137.2,-15.051743994076222,140.23927479904768
10,-2.5,237.2,-13.984251883991663,232.81969361224182
11,17.5,137.2,3.350964348748315,140.1571791930777
11,17.5,237.2,4.923004789357832,232.54379998180485
12,37.5,137.2,22.190424791446418,139.58806428682576
12,37.5,237.2,23.72618587594468,232.65670975390282
13,57.5,137.2,40.63492652462723,139.45581677552042
13,57.5,237.2,42.74045424227567,232.27065960245434
14,77.5,237.2,61.681315228153714,231.87129493384774
15,97.5,237.2,80.41710130634665,231.91331090744592
16,117.5,137.2,96.47288353194483,138.78114653421216
16,117.5,237.2,99.34005895860011,231.68839717223773
17,137.5,137.2,115.13352474404975,138.6768217114052
17,137.5,237.2,118.31223668091543,231.40375904958807
18,157.5,137.2,133.8602507978559,138.19892883070713
18,157.5,237.2,137.24383561105282,231.40230140223372
19,177.5,137.2,152.37883200786504,138.1320167059195
19,177.5,237.2,156.57248749380383,230.96497849514145
20,-2.5,157.2,-14.95218344760694,158.72680542667638
20,-2.5,257.2,-13.574754003172046,251.58738632797176
21,17.5,157.2,3.5176144091273582,158.5545447461298
21,17.5,257.2,5.251391506702919,251.36135789871932
22,37.5,157.2,22.30926620610626,158.03642780622354
22,37.5,257.2,24.198962094428666,251.27432873746346
23,57.5,157.2,40.822634381100485,157.89640609805727
23,57.5,257.2,43.09262970897898,251.12194859604867
24,77.5,157.2,59.2993909497972,158.10699148842735
24,77.5,257.2,62.19840081183508,250.8940743047754
25,97.5,157.2,78.01402355837358,157.96623716331266
25,97.5,257.2,81.12541618478791,250.59059792526375
26,117.5,157.2,96.89509166221393,157.31303714197418
26,117.5,257.2,100.13408289363251,250.490312208288
27,137.5,157.2,115.75716537101228,156.9222393434478
27,137.5,257.2,119.28660062045715,250.1467750648414
28,157.5,157.2,134.2386441373985,156.95569759899385
28,157.5,257.2,138.31669999499567,249.9433522133365
29,177.5,157.2,153.0032658337314,156.4369512546102
29,177.5,257.2,157.3973990716266,250.03078623043126
30,-2.5,177.2,3.9753207031537743,176.88696279606327
30,-2.5,277.2,5.477321208554016,270.5726283896866
31,17.5,177.2,22.504612433939418,176.82466605135411
31,17.5,277.2,24.596335432131273,270.0961648269622
32,37.5,177.2,41.25427985982856,176.51453613208756
32,37.5,277.2,43.52124331764197,269.9805335413021
33,57.5,177.2,59.87367624147166,176.2416927064342
33,57.5,277.2,62.36458350433879,270.15417750023533
34,77.5,177.2,78.75959667484662,175.83654028567653
34,77.5,277.2,81.54864257585501,270.0032530294974
35,97.5,177.2,97.33948952731095,175.8771819661549
35,97.5,277.2,100.664929781145,269.60626767914323
36,117.5,177.2,116.0650141689243,175.84779662625732
36,117.5,277.2,119.82705618807658,269.4475991853457
37,137.5,177.2,134.97702682191758,175.39419969474272
37,137.5,277.2,139.1572044229168,268.97837081379896
38,157.5,177.2,153.7252896182005,175.13755496139316
38,157.5,277.2,158.15539434694475,269.24428640849084
39,177.5,177.2,-14.661139917533728,176.99271408088597
39,177.5,277.2,-13.341299486144834,270.4889428050842
40,-2.5,197.2,-14.480142430708884,195.55625823298791
40,-2.5,297.2,-13.079805862656018,289.654907719271
41,17.5,197.2,4.245364594932459,195.22993634199125
41,17.5,297.2,6.040884165125436,289.30483997502506
42,37.5,197.2,22.865107392697105,195.25637627293867
42,37.5,297.2,24.863196513983876,289.39573681667616
43,57.5,197.2,41.68467920245283,195.0272623876253
43,57.5,297.2,43.98797435755591,289.2300838998662
44,77.5,197.2,60.354237213516285,194.78387390543818
44,77.5,297.2,62.954041108863805,288.9743196814505
